channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,tier,engagement_rate,viewer_retention,growth_rate,watch_efficiency,views_per_follower,quality_score,is_mega,is_top_quartile
태준이 (dlxowns45),182309400,79620,10549,2023,346631,124060,5444952,True,False,Korean,Elite,0.005836177375941563,0.19177173191771732,1.5581512182868626,2289.7437829691034,15.708208440676108,0.10401991698535064,0,0
gabepeixe,181929585,101730,5955,1788,149362,25034,2795325,True,True,Portuguese,Elite,0.011970916297317925,0.3002518891687657,0.24608276811166815,1788.3572692421114,18.715101565324513,0.16254352461761604,0,0
TSM_TheOddOne,181908120,188445,4363,913,864087,-15772,6370949,True,False,English,Large,0.0010566065685515464,0.2092596837038735,-0.08369550797314866,965.3114701902412,7.373041140533303,0.1080091568932825,0,1
luke4316live,181729410,307005,2757,636,168531,36988,4795414,True,False,Italian,Elite,0.0037737864250493975,0.2306855277475517,0.12048012247357535,591.9428348072507,28.45419537058464,0.12114212892950978,0,0
VGBootCamp,181431360,77085,97791,1534,521938,24798,5491154,True,False,English,Large,0.002939046400147144,0.015686515118978228,0.3216968281766881,2353.6532399299476,10.520701692538195,0.007000377392485834,0,0
CapcomFighters,181252125,23850,84858,5684,348447,20205,12878708,True,False,English,Elite,0.016312380362006274,0.06698248839237314,0.8471698113207548,7599.669811320755,36.960306732444245,0.04209591530706239,0,0
Datto,181075290,71400,82047,2122,530822,89739,4566171,True,True,English,Large,0.003997573574569253,0.025863224737040964,1.2568487394957983,2536.068487394958,8.602075648710867,0.014540131358193693,0,0
NeverSayYesTwitch,180978855,115455,10771,1357,194933,176218,3381154,True,False,French,Elite,0.0069613662130065205,0.1259864450840219,1.526291628773115,1567.527218396778,17.345210918623323,0.06965817305573636,0,0
BeatportOfficial,180850230,27765,48457,5300,126546,124653,36484452,True,False,English,Elite,0.04188200338216933,0.1093753224508327,4.4895732036736895,6513.60453808752,288.3098003887914,0.08413918522136932,0,0
포셔 (portialyn),180674100,128385,4498,1349,39485,29698,2460689,True,False,Korean,Elite,0.03416487273648221,0.2999110715873722,0.23131985823889084,1407.2835611636874,62.319589717614285,0.17394323185400576,0,0
케인 (kanetv8),180360300,130365,10087,1313,141167,52606,7004305,True,False,Korean,Elite,0.009301040611474354,0.13016754238128284,0.40352855444329383,1383.5024738234956,49.61715556751932,0.07119295826619605,0,0
Sanchovies,180166830,141225,15588,1250,154845,145102,3924344,True,False,English,Elite,0.008072588717750007,0.08018988965871184,1.0274526464861038,1275.7431757833244,25.343692079175952,0.045099245182402714,0,0
GhostFreak66,179939730,107295,94791,1029,111646,89879,2471382,True,True,English,Elite,0.009216631137703097,0.010855460961483685,0.8376811594202899,1677.0560603942401,22.135875893448937,0.008596558741620847,0,0
RTAinJapan,179880525,16155,42822,8383,71730,44766,2700751,True,False,Japanese,Elite,0.11686881360658023,0.19576385969828594,2.7710306406685237,11134.66573816156,37.651624146103444,0.16625780864039258,0,0
WankilStudio,179581950,17235,28866,10173,726730,274734,5141210,True,False,French,Large,0.013998321247230746,0.35242153398461856,15.94046997389034,10419.608355091385,7.074443053128397,0.21792760084508345,0,1
SLAKUN10,179262330,9555,48358,18906,1874932,1874846,5835029,True,False,Spanish,Mega,0.010083565697315956,0.39095909673683776,196.21622187336473,18761.102040816328,3.1121283331875502,0.5424458800446658,1,1
Monkeynews,179083095,154965,72483,1288,80290,54112,4978021,True,True,English,Elite,0.016041848299912818,0.01776968392588607,0.34918852644145454,1155.6357564611365,62.000510648897745,0.015003742429998758,0,0
forever,178945815,29625,53702,5300,373484,360874,2863254,True,False,Portuguese,Elite,0.01419070160970751,0.09869278611597333,12.181400843881857,6040.365063291139,7.66633644279273,0.07705374102318414,0,0
AlpTV,178729455,38625,33059,2913,576276,257474,6685553,True,False,Turkish,Large,0.005054869541677946,0.0881151879972171,6.665993527508091,4627.299805825242,11.60130388910869,0.05729993783531088,0,0
Crocodyle_lol,178727670,96000,8810,1802,107835,77142,3657348,True,True,French,Elite,0.01671071544489266,0.20454029511918276,0.8035625,1861.7465625,33.9161496731117,0.1151981544620966,0,0
WARDELL,178718460,127155,16215,1394,306435,288200,5304936,True,True,English,Elite,0.004549088713756587,0.08596978106691334,2.2665251071526877,1405.5165742597617,17.31178227030202,0.048426761401503836,0,0
Tiagovski555YT,178563045,76065,11245,2061,220585,130719,5057048,True,False,Portuguese,Elite,0.009343337035609856,0.1832814584259671,1.7185170577795306,2347.5060145927823,22.9256205091008,0.10162248585364103,0,0
Altair,178537155,145605,3702,1183,42265,19448,2779740,True,True,French,Elite,0.027990062699633268,0.3195569962182604,0.13356684179801517,1226.17461625631,65.76931267005797,0.1809695809206502,0,0
NiteNightKid,178419030,149040,29228,1127,28818,11998,1450208,True,True,English,Elite,0.039107502255534735,0.0385589161078418,0.08050187869028448,1197.1217793880837,50.32299257408564,0.03763659510493953,0,0
fuslie,178245645,67560,45247,2504,336394,116757,7152158,True,False,English,Elite,0.007443652383811839,0.055340685570314053,1.728197158081705,2638.3310390763763,21.26125317336219,0.0327789439076401,0,0
Tyceno,177947595,42825,40407,4015,297359,250536,1623230,True,True,English,Elite,0.013502197680245092,0.0993639715890811,5.850227670753065,4155.226970227671,5.458822500748254,0.06629889373646294,0,0
Faux,177800325,151170,15167,1133,237909,29301,3248586,True,False,English,Elite,0.004762325090685935,0.07470165490868333,0.19382814050406827,1176.161440762056,13.654741939144799,0.03904144214681974,0,0
RiotGamesTurkish,177746055,23835,36258,7414,651994,49244,9998277,True,False,Turkish,Large,0.011371270287763384,0.20447901152849027,2.0660373400461505,7457.354940213971,15.334921793758838,0.11451735343530343,0,1
makataO,177510525,182775,12292,910,391656,137135,7336811,True,False,Russian,Elite,0.0023234675327328063,0.07403189066059225,0.7502940774175899,971.1969634796882,18.73279357395265,0.03835577181530212,0,0
Drjayfisto,177159195,155340,4092,1105,130341,41353,6201998,True,True,English,Elite,0.008477762177672413,0.27003910068426196,0.2662096047379941,1140.4608922363848,47.58286341212665,0.14472460390752281,0,0
CarTmaNzbs,176608230,96615,7809,1793,386948,65268,13183429,True,False,Russian,Elite,0.004633697551092136,0.229606863875016,0.6755472752678156,1827.9587020648967,34.070285929892385,0.12196215844656351,0,0
Th3Antonio,176072760,62175,13955,2419,223756,87872,5222867,True,False,Spanish,Elite,0.010810883283576753,0.17334288785381582,1.4133011660635304,2831.889987937274,23.341796421101556,0.09659965940215026,0,0
BigEx,176005440,96870,21401,1569,256448,138235,1947938,True,False,English,Elite,0.0061181994010481655,0.07331433110602309,1.4270155879013111,1816.924125116135,7.595840092338408,0.04110859260558634,0,0
BigSpinCR,175255470,92970,21815,1824,185784,81726,2995202,True,False,German,Elite,0.009817852990569694,0.08361219344487737,0.8790577605679252,1885.0755082284609,16.121958833914654,0.04757525657588348,0,0
Maghla,175236000,77505,16695,2124,329065,234216,6831650,True,True,French,Elite,0.006454651816510416,0.12722371967654986,3.0219469711631506,2260.96380878653,20.76079194080197,0.07258926587640756,0,0
Becca,174842160,115200,11405,1500,357844,56356,4198030,True,False,English,Elite,0.004191770715730877,0.131521262604121,0.48920138888888887,1517.7270833333334,11.731452811839796,0.06938480672487589,0,0
SirhcEz,174824130,133410,5928,1279,579629,34334,3081725,True,False,English,Large,0.0022065838665767242,0.2157557354925776,0.25735701971366465,1310.4274791994603,5.316719832858604,0.1126354850581049,0,0
twlevewinsHS,174228915,102900,5425,1711,38410,31257,1353428,True,False,English,Elite,0.04454569122624317,0.31539170506912445,0.30376093294460643,1693.1867346938775,35.23634470190055,0.1877062866484307,0,0
코렛트 (collet11),174087030,136065,6144,1248,215304,73181,5543661,True,False,Korean,Elite,0.005796455244677294,0.203125,0.537838533054055,1279.4401940249145,25.748063203656226,0.10828894968815221,0,0
Zombie_Barricades,173823135,228765,4497,735,172386,60031,2219053,True,True,English,Elite,0.004263687306393791,0.16344229486324216,0.26241339365724653,759.8327322798505,12.8725824602926,0.08596992530134973,0,0
NBA2KLeague,173779995,28245,48495,4264,143535,42942,67586924,True,False,English,Elite,0.02970704009475041,0.08792659037014125,1.520339883165162,6152.593202336697,470.8741700630508,0.06135315629458396,0,0
XBOCT,173672880,35970,20110,4473,318230,78529,5635774,True,False,Russian,Elite,0.014055871539452596,0.22242665340626555,2.1831804281345564,4828.270225187656,17.709750809163182,0.1256404774181241,0,0
shtan_udachi,173627565,87210,7220,1929,100852,22524,3970603,True,False,Russian,Elite,0.019127037639313053,0.26717451523545704,0.2582731338149295,1990.9134846921224,39.37059255146155,0.14876026945882287,0,0
orslok,173607810,52005,21759,3082,327888,269085,5048873,True,False,Spanish,Elite,0.009399551066217733,0.14164253871961027,5.174214017882896,3338.2907412748773,15.3981633972576,0.0854324351254175,0,0
BRNWOWZK1,173484990,365670,6981,465,173713,87295,5330221,True,True,Portuguese,Elite,0.0026768290225832264,0.06660936828534594,0.23872617387261738,474.4304700959882,30.684065095876534,0.03373456434474055,0,0
HellYeahPlay,173443275,103830,3946,1706,136885,31088,5014047,True,False,Russian,Elite,0.012463016400628265,0.4323365433350228,0.29941250120389096,1670.454348454204,36.62963071191146,0.2329561501628671,0,0
홍방장 (game2eye),173015430,96045,5698,1669,183891,22221,5266599,True,False,Korean,Elite,0.009076028734413322,0.2929097929097929,0.2313602998594409,1801.3996564110573,28.639786612721668,0.15711010392272431,0,0
grafo,172499415,111105,7165,1544,414577,173024,5627155,True,False,Spanish,Elite,0.0037242779990206885,0.21549197487787858,1.5573016515908376,1552.5801269069798,13.573244535996931,0.11549661057392673,0,0
xTheSolutionTV,172316145,78030,16093,2027,320629,103800,2778565,True,False,German,Elite,0.0063219484201366685,0.12595538432859008,1.3302575932333718,2208.3319876970395,8.665981555005942,0.06897445346086632,0,0
Igromania,172086390,186960,6159,939,184078,13710,115312954,True,False,Russian,Elite,0.005101098447397299,0.15245981490501706,0.07333119383825418,920.4449614890885,626.4352828692184,0.08026105078036518,0,0
Back2Warcraft,171822405,93345,8309,1697,94929,21267,4016790,True,False,German,Elite,0.01787651823994775,0.2042363702009869,0.22783223525630725,1840.72424875462,42.31362386625794,0.11466891569811612,0,0
超負荷 (sam1268),171602475,35805,11861,4538,148702,20433,5691145,True,True,Chinese,Elite,0.030517410660246668,0.382598431835427,0.5706744868035191,4792.695852534563,38.27214832349262,0.21647395238301426,0,0
10000DAYS,171293220,131565,11193,1255,356683,158473,10528149,True,False,Turkish,Elite,0.003518530459820064,0.11212364870901456,1.2045224793828146,1301.9664804469273,29.516823061373824,0.05995790446919064,0,0
iProMx,171223080,36000,8874,4576,151788,80190,1637792,True,False,French,Elite,0.03014731072285029,0.5156637367590714,2.2275,4756.196666666667,10.789996574169235,0.2896787767316159,0,0
짬타수아 (zzamtiger0310),171115545,90345,6217,1876,185684,46791,6693148,True,False,Korean,Elite,0.01010318605803408,0.30175325719800544,0.5179146604682052,1894.0234102606673,36.04590594773917,0.1628248579739017,0,0
GingiTV,171013470,89805,6450,1713,156597,45047,5117439,True,False,English,Elite,0.010938906875610645,0.26558139534883723,0.5016090418128166,1904.2755971271088,32.679035996858175,0.14404669762007913,0,0
venruki,170464680,133110,13179,1264,292558,44449,7127552,True,False,English,Elite,0.004320510804695137,0.09591016010319448,0.3339268274359552,1280.63015551048,24.362868217584207,0.05029843119674596,0,0
Pimpeano,170116395,21420,38592,6469,740343,665323,3744461,True,True,Spanish,Large,0.008737841784145998,0.16762541459369817,31.060830999066294,7941.9418767507,5.057738102474124,0.14282671461667293,0,1
MatteoHS,169885590,141525,5827,1176,428553,221153,4537952,True,False,Italian,Elite,0.0027441179970738743,0.20181911789943366,1.5626426426426427,1200.3927927927928,10.589009994096413,0.10774032707502858,0,0
nugiyen,169858440,159135,8448,996,121984,22377,3448935,True,False,English,Elite,0.008165005246589717,0.11789772727272728,0.14061645772457348,1067.3858045056083,28.273667038300104,0.0636438976048612,0,0
HighDistortion,169501845,105630,20179,1397,1677690,61126,5125402,True,False,English,Mega,0.0008326925713332022,0.06923038802715695,0.5786802991574364,1604.6752343084352,3.0550351972056817,0.03473783533233563,1,1
LuquEt4,169456620,153855,4958,1081,74404,45202,2807619,True,True,Portuguese,Elite,0.014528788774797054,0.21803146430012102,0.29379610672386336,1101.4046992297942,37.73478576420622,0.12034800132110858,0,0
THump,169365870,92055,8063,1885,250786,115028,2168664,True,True,English,Elite,0.00751636853731867,0.23378395138285998,1.2495573298571505,1839.8334691217208,8.647468359477802,0.12666001768919502,0,0
MaTaFe_,169215480,153525,8535,1096,116653,106957,4182011,True,True,English,Elite,0.009395386316682812,0.1284124194493263,0.6966748086630842,1102.2014655593553,35.85000814381113,0.07080906869145571,0,0
rxnexus,169026750,112095,6765,1475,255944,23213,5862326,True,False,Russian,Elite,0.0057629794017441316,0.2180339985218034,0.20708327757705516,1507.888398233641,22.904721345294284,0.11561832259192135,0,0
VaporaDark,168943005,70650,5041,2338,101359,22193,7610128,True,False,English,Elite,0.023066525912844443,0.4637968657012497,0.31412597310686485,2391.2668789808918,75.08093015913732,0.25521410602923517,0,0
PaymoneyWubby,168861240,30600,16622,5485,302419,126399,2668187,True,False,English,Elite,0.018137087947516527,0.3299843580796535,4.130686274509804,5518.341176470588,8.822815365436696,0.18813597235898125,0,0
RTGameCrowd,168832200,38685,20354,4259,861594,308499,3736356,True,False,English,Large,0.00494316348535389,0.2092463397857915,7.97464133385033,4364.280728964715,4.336562232327523,0.12371813519270802,0,1
다주 (dda_ju),168767490,108690,9137,1466,205041,52071,3755880,True,False,Korean,Elite,0.007149789554284265,0.16044653606216483,0.4790781120618272,1552.7416505658293,18.3177023131959,0.0862579171761693,0,0
Bawkbasoup,168736395,130215,7853,1259,94820,27795,2313340,True,True,English,Elite,0.013277789495886944,0.1603208964726856,0.2134546711208386,1295.829167146642,24.397173592069183,0.0889446470002551,0,0
견자희 (wkgml),168416325,76140,10656,2210,415795,150813,6013389,True,False,Korean,Elite,0.005315119229427964,0.2073948948948949,1.9807328605200947,2211.929669030733,14.462388917615652,0.11275238417740013,0,0
Werlyb,168339975,57105,37980,2399,204348,146852,5349362,True,False,Spanish,Elite,0.011739777242742772,0.06316482359136387,2.571613694072323,2947.902547938009,26.17770665727093,0.04060798432001853,0,0
TSM_Hamlinz,167898480,11055,51989,15483,2137521,126150,2268382,True,False,English,Mega,0.007243437608332269,0.29781299890361423,11.411126187245591,15187.560379918588,1.0612209189991584,0.17773689333358653,1,1
DougisRaw,167875230,153960,22641,1076,127151,74509,2149900,True,True,English,Elite,0.008462379375702904,0.04752440263239256,0.4839503767212263,1090.3821122369447,16.908242955226463,0.02705264604884833,0,0
Mmorpg,167774640,182925,4994,908,235167,19566,3055373,True,False,English,Elite,0.0038610859516853982,0.18181818181818182,0.10696186961869619,917.1772037720377,12.992354369448094,0.09524297925239537,0,0
BreaK,167534355,115560,9531,1432,309300,18289,3880016,True,True,English,Elite,0.004629809246686065,0.15024656384429755,0.15826410522672205,1449.7607736240914,12.544506951180084,0.07898480306741835,0,0
berkriptepe,167325930,32790,24573,4103,622358,281667,5508199,True,False,Turkish,Large,0.006592668528403266,0.16697187970536767,8.590027447392497,5102.956084172004,8.850531366191163,0.10320103614151281,0,0
Xposed,167309220,111240,8580,1475,266853,147449,2220313,True,True,English,Elite,0.0055273877378182,0.17191142191142192,1.3255034160373966,1504.0382955771306,8.320359898520909,0.09292842412329051,0,0
무굴 (moogrr1211),167186250,188805,2008,879,37162,10214,3006979,True,False,Korean,Elite,0.023653194123028902,0.43774900398406374,0.054098143587299065,885.4969412886311,80.91542435821538,0.24126216120472044,0,0
